seendate,title,url,domain,language,sourcecountry,query_used,seendate_dt,date,title_clean,_vader_text,vader_compound,vader_label,vader_label_num
20251127T154500Z,"Nvidia Latest Beat Proves AI Isnt Cooling Off Yet , but Is the Chipmaker Still the Best AI Play ? ",https://www.fool.com/investing/2025/11/27/nvidias-latest-beat-proves-ai-isnt-cooling-off-yet/?source=iedfolrf0000001,fool.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-27 15:45:00+00:00,2025-11-27,"Nvidia Latest Beat Proves AI Isnt Cooling Off Yet , but Is the Chipmaker Still the Best AI Play ?","nvidia latest beat proves ai isnt cooling off yet , but is the chipmaker still the best ai play ?",0.872,positive,1
20251127T230000Z,This Thanksgiving real drama may be Michael Burry versus Nvidia,https://biztoc.com/x/a74e0cc6a383999f,biztoc.com,English,,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-27 23:00:00+00:00,2025-11-27,This Thanksgiving real drama may be Michael Burry versus Nvidia,this thanksgiving real drama may be michael burry versus nvidia,0.0,neutral,0
20251127T103000Z,Beijing reportedly bans ByteDance from using Nvidia GPUs in new data centers,https://www.digitimes.com/news/a20251127PD234/beijing-bytedance-nvidia-gpu-chips.html,digitimes.com,English,China,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-27 10:30:00+00:00,2025-11-27,Beijing reportedly bans ByteDance from using Nvidia GPUs in new data centers,beijing reportedly bans bytedance from using nvidia gpus in new data centers,0.0,neutral,0
20251127T071500Z,"Korea , tech giants launch GPU task force to secure 260 , 000 Nvidia chips",https://www.koreaherald.com/article/10625085,koreaherald.com,English,South Korea,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-27 07:15:00+00:00,2025-11-27,"Korea , tech giants launch GPU task force to secure 260 , 000 Nvidia chips","korea , tech giants launch gpu task force to secure 260 , 000 nvidia chips",0.34,positive,1
20251128T220000Z,Intel Shares Gain 8 % As GPU Market Outlook Strengthens,https://www.rttnews.com/story.aspx?Id=3599437,rttnews.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-28 22:00:00+00:00,2025-11-28,Intel Shares Gain 8 % As GPU Market Outlook Strengthens,intel shares gain 8 % as gpu market outlook strengthens,0.8225,positive,1
20251128T194500Z,"  Quantum Computing Will Pop the AI Bubble , Claims Ex - Intel CEO Pat Gelsinger , Predicting GPUs Wont Survive the Decade",https://wccftech.com/quantum-computing-will-pop-the-ai-bubble-claims-ex-intel-ceo-pat-gelsinger/,wccftech.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-28 19:45:00+00:00,2025-11-28,"Quantum Computing Will Pop the AI Bubble , Claims Ex - Intel CEO Pat Gelsinger , Predicting GPUs Wont Survive the Decade","quantum computing will pop the ai bubble , claims ex - intel ceo pat gelsinger , predicting gpus wont survive the decade",0.0,neutral,0
20251128T183000Z,"Stock market update : Google soars , Intel leads semiconductors , Oracle dips",https://investinglive.com:443/stock-market-update/stock-market-update-google-soars-intel-leads-semiconductors-oracle-dips-20251128/,investinglive.com,English,,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-28 18:30:00+00:00,2025-11-28,"Stock market update : Google soars , Intel leads semiconductors , Oracle dips","stock market update : google soars , intel leads semiconductors , oracle dips",0.0,neutral,0
20251128T170000Z,Nvidia may stop supplying VRAM to GPU partners as global memory shortage grows : Report,https://www.digit.in/news/general/nvidia-may-stop-supplying-vram-to-gpu-partners-as-global-memory-shortage-grows-report.html,digit.in,English,India,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-28 17:00:00+00:00,2025-11-28,Nvidia may stop supplying VRAM to GPU partners as global memory shortage grows : Report,nvidia may stop supplying vram to gpu partners as global memory shortage grows : report,-0.4939,negative,-1
20251128T150000Z,China hybrid - bonded AI accelerators could rival Nvidia Blackwell GPUs top semiconductor expert hints at  fully controllable domestic solution  ,https://finance.yahoo.com/news/chinas-hybrid-bonded-ai-accelerators-144528301.html,finance.yahoo.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-28 15:00:00+00:00,2025-11-28,China hybrid - bonded AI accelerators could rival Nvidia Blackwell GPUs top semiconductor expert hints at fully controllable domestic solution,china hybrid - bonded ai accelerators could rival nvidia blackwell gpus top semiconductor expert hints at fully controllable domestic solution,0.5209,positive,1
20251128T140000Z,"Im tracking the best Black Friday GPU deals lowest prices on RTX 50 - series , AMD Radeon and more , but grab one now before the prices surge",https://www.tomsguide.com/live/news/black-friday-gpu-deals,tomsguide.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-28 14:00:00+00:00,2025-11-28,"Im tracking the best Black Friday GPU deals lowest prices on RTX 50 - series , AMD Radeon and more , but grab one now before the prices surge","im tracking the best black friday gpu deals lowest prices on rtx 50 - series , amd radeon and more , but grab one now before the prices surge",0.2023,positive,1
20251128T140000Z,Chipmaker Intel Momentum Jumps As Investors Look Past TSMC Legal Drama Amid Rate Cut Bets,https://biztoc.com/x/7cc9d3f1f72e2de8,biztoc.com,English,,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-28 14:00:00+00:00,2025-11-28,Chipmaker Intel Momentum Jumps As Investors Look Past TSMC Legal Drama Amid Rate Cut Bets,chipmaker intel momentum jumps as investors look past tsmc legal drama amid rate cut bets,-0.1531,negative,-1
20251128T134500Z,Nvidia Memory Supply Freeze Could Push Gaming GPU Prices Even Higher,https://www.ibtimes.com/nvidias-memory-supply-freeze-could-push-gaming-gpu-prices-even-higher-3791594,ibtimes.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-28 13:45:00+00:00,2025-11-28,Nvidia Memory Supply Freeze Could Push Gaming GPU Prices Even Higher,nvidia memory supply freeze could push gaming gpu prices even higher,0.0516,positive,1
20251128T074500Z,SK hynix Holds No . 1 Spot in Global DRAM Market as Samsung Narrows Gap,http://koreabizwire.com/sk-hynix-holds-no-1-spot-in-global-dram-market-as-samsung-narrows-gap/338819,koreabizwire.com,English,South Korea,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-28 07:45:00+00:00,2025-11-28,SK hynix Holds No . 1 Spot in Global DRAM Market as Samsung Narrows Gap,sk hynix holds no . 1 spot in global dram market as samsung narrows gap,-0.296,negative,-1
20251128T044500Z,"Nvidia reportedly no longer supplying VRAM to its GPU board partners in response to memory crunch rumor claims vendors will only get the die , forced to source memory on their own",https://tech.yahoo.com/computing/articles/nvidia-reportedly-no-longer-supplying-152005567.html,tech.yahoo.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-11-28 04:45:00+00:00,2025-11-28,"Nvidia reportedly no longer supplying VRAM to its GPU board partners in response to memory crunch rumor claims vendors will only get the die , forced to source memory on their own","nvidia reportedly no longer supplying vram to its gpu board partners in response to memory crunch rumor claims vendors will only get the die , forced to source memory on their own",-0.8442,negative,-1
20251129T193000Z,"AMD Zyphra GPU Cluster Gives Birth To ZAYA 1 MoE AI Model , Smokes Llama3 . 1",https://hothardware.com/news/amd-zyphra-gpu-cluster-gives-birth-zaya-1-moe-ai-model,hothardware.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-29 19:30:00+00:00,2025-11-29,"AMD Zyphra GPU Cluster Gives Birth To ZAYA 1 MoE AI Model , Smokes Llama3 . 1","amd zyphra gpu cluster gives birth to zaya 1 moe ai model , smokes llama3 . 1",0.0,neutral,0
20251129T180000Z,"Nvidia RTX 5070 dips to an all - time low $479 on Newegg , $70 below MSRP get yourself an affordable GPU upgrade",https://www.tomshardware.com/pc-components/gpus/nvidia-rtx-5070-dips-to-all-time-low-usd480-on-newegg-usd70-below-msrp-get-yourself-an-affordable-gpu-upgrade,tomshardware.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-29 18:00:00+00:00,2025-11-29,"Nvidia RTX 5070 dips to an all - time low $479 on Newegg , $70 below MSRP get yourself an affordable GPU upgrade","nvidia rtx 5070 dips to an all - time low $479 on newegg , $70 below msrp get yourself an affordable gpu upgrade",-0.2732,negative,-1
20251129T161500Z,"Here Why Nvidia Partner , Navitas Semiconductor powered higher This Week",https://finance.yahoo.com/news/heres-why-nvidia-partner-navitas-152827658.html,finance.yahoo.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-29 16:15:00+00:00,2025-11-29,"Here Why Nvidia Partner , Navitas Semiconductor powered higher This Week","here why nvidia partner , navitas semiconductor powered higher this week",0.0,neutral,0
20251129T123000Z,"BofA Reaffirms Buy on ASML , Citing DRAM Upside and Recovery Potential in China",https://www.insidermonkey.com/blog/bofa-reaffirms-buy-on-asml-citing-dram-upside-and-recovery-potential-in-china-1652167/,insidermonkey.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-29 12:30:00+00:00,2025-11-29,"BofA Reaffirms Buy on ASML , Citing DRAM Upside and Recovery Potential in China","bofa reaffirms buy on asml , citing dram upside and recovery potential in china",0.0,neutral,0
20251130T230000Z,AMD plans frustrating GPU chip change,https://biztoc.com/x/6ff783f6fe850ac2,biztoc.com,English,,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-30 23:00:00+00:00,2025-11-30,AMD plans frustrating GPU chip change,amd plans frustrating gpu chip change,-0.4404,negative,-1
20251130T174500Z,Samsung to unveil even faster HBM4 chip early next year,https://www.sammobile.com/news/samsung-unveil-faster-hbm4-chip-early-next-year/,sammobile.com,English,South Korea,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-30 17:45:00+00:00,2025-11-30,Samsung to unveil even faster HBM4 chip early next year,samsung to unveil even faster hbm4 chip early next year,0.0,neutral,0
20251130T140000Z,Micron plans $9 . 6 billion HBM fab in Japan as AI memory race accelerates,https://www.tomshardware.com/tech-industry/semiconductors/micron-plans-hbm-fab-in-japan-as-ai-memory-race-accelerates,tomshardware.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-11-30 14:00:00+00:00,2025-11-30,Micron plans $9 . 6 billion HBM fab in Japan as AI memory race accelerates,micron plans $9 . 6 billion hbm fab in japan as ai memory race accelerates,0.4588,positive,1
20251130T064500Z,Is NVIDIA ( NVDA ) One of the Best Semiconductor Stocks to Buy Heading into 2026 ? ,https://finance.yahoo.com/news/nvidia-nvda-one-best-semiconductor-061117049.html,finance.yahoo.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-30 06:45:00+00:00,2025-11-30,Is NVIDIA ( NVDA ) One of the Best Semiconductor Stocks to Buy Heading into 2026 ?,is nvidia ( nvda ) one of the best semiconductor stocks to buy heading into 2026 ?,0.6369,positive,1
20251130T061500Z,"Apple , Intel and 18A : Why the foundry deal could rewrite the future of PCs",https://www.digit.in/features/general/apple-intel-and-18a-why-the-foundry-deal-could-rewrite-the-future-of-pcs.html,digit.in,English,India,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-11-30 06:15:00+00:00,2025-11-30,"Apple , Intel and 18A : Why the foundry deal could rewrite the future of PCs","apple , intel and 18a : why the foundry deal could rewrite the future of pcs",0.0,neutral,0
20251201T234500Z,"As political winds shift , top chipmaker TSMC looks beyond Taiwan",https://www.wrkf.org/npr-news/2025-12-01/as-political-winds-shift-top-chipmaker-tsmc-looks-beyond-taiwan,wrkf.org,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-01 23:45:00+00:00,2025-12-01,"As political winds shift , top chipmaker TSMC looks beyond Taiwan","as political winds shift , top chipmaker tsmc looks beyond taiwan",0.2023,positive,1
20251201T213000Z,Hunter Valley Solar Foundry project plant to create 100 full - time jobs . | Camden Haven Courier,https://www.camdencourier.com.au/story/9123951/hunter-valley-solar-foundry-project-plant-to-create-100-full-time-jobs/,camdencourier.com.au,English,Australia,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-01 21:30:00+00:00,2025-12-01,Hunter Valley Solar Foundry project plant to create 100 full - time jobs . | Camden Haven Courier,hunter valley solar foundry project plant to create 100 full - time jobs . | camden haven courier,0.2732,positive,1
20251201T201500Z,NVIDIA ( NVDA ) Latest AI GPUs Sustain Analyst Optimism,https://www.insidermonkey.com/blog/nvidia-nvdas-latest-ai-gpus-sustain-analyst-optimism-1653437/,insidermonkey.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-01 20:15:00+00:00,2025-12-01,NVIDIA ( NVDA ) Latest AI GPUs Sustain Analyst Optimism,nvidia ( nvda ) latest ai gpus sustain analyst optimism,0.5423,positive,1
20251201T234500Z,AMD GPU Managed Memory Support Merged For The GCC 16 Compiler,https://www.phoronix.com/news/AMD-GCC-Managed-Memory,phoronix.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-01 23:45:00+00:00,2025-12-01,AMD GPU Managed Memory Support Merged For The GCC 16 Compiler,amd gpu managed memory support merged for the gcc 16 compiler,0.4019,positive,1
20251201T224500Z,"Nvidia plows $2B into Synopsys to make GPUs a must - have for design , simulation customers",https://biztoc.com/x/3e31a2e5d49a6ef8,biztoc.com,English,,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-01 22:45:00+00:00,2025-12-01,"Nvidia plows $2B into Synopsys to make GPUs a must - have for design , simulation customers","nvidia plows $2b into synopsys to make gpus a must - have for design , simulation customers",0.0,neutral,0
20251201T130000Z,Google TPU Demand Boosts Samsung and SK Hynix HBM Prospects,https://www.newkerala.com/news/o/googles-ai-chip-push-spurs-hope-samsung-sk-hynix-759,newkerala.com,English,India,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-12-01 13:00:00+00:00,2025-12-01,Google TPU Demand Boosts Samsung and SK Hynix HBM Prospects,google tpu demand boosts samsung and sk hynix hbm prospects,0.4588,positive,1
20251201T111500Z,Micron plans $9 . 6bn HBM chip facility at Hiroshima site in Japan,https://biztoc.com/x/4d3afaaa49249283,biztoc.com,English,,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-12-01 11:15:00+00:00,2025-12-01,Micron plans $9 . 6bn HBM chip facility at Hiroshima site in Japan,micron plans $9 . 6bn hbm chip facility at hiroshima site in japan,0.0,neutral,0
20251201T100000Z,Micron reportedly plans new Hiroshima fab to reduce reliance on Taiwan production,https://www.digitimes.com/news/a20251201PD222/micron-production-taiwan-fab-hbm.html,digitimes.com,English,China,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-12-01 10:00:00+00:00,2025-12-01,Micron reportedly plans new Hiroshima fab to reduce reliance on Taiwan production,micron reportedly plans new hiroshima fab to reduce reliance on taiwan production,0.4588,positive,1
20251203T000000Z,Huawei - style  chip stacking  seen as a path for China to rival Nvidia GPUs,https://finance.yahoo.com/news/huawei-style-chip-stacking-seen-093000014.html,finance.yahoo.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-03 00:00:00+00:00,2025-12-03,Huawei - style chip stacking seen as a path for China to rival Nvidia GPUs,huawei - style chip stacking seen as a path for china to rival nvidia gpus,0.0,neutral,0
20251202T221500Z,Singularity Compute launches first enterprise - grade NVIDIA GPU cluster in Sweden,https://cryptobriefing.com/enterprise-gpu-cluster-sweden/,cryptobriefing.com,English,,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-02 22:15:00+00:00,2025-12-02,Singularity Compute launches first enterprise - grade NVIDIA GPU cluster in Sweden,singularity compute launches first enterprise - grade nvidia gpu cluster in sweden,0.0,neutral,0
20251202T193000Z,"Nvidia $100 - billion deal with OpenAI not finalized , chip maker CFO says",https://biztoc.com/x/c3b5e6f13c9198d5,biztoc.com,English,,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-02 19:30:00+00:00,2025-12-02,"Nvidia $100 - billion deal with OpenAI not finalized , chip maker CFO says","nvidia $100 - billion deal with openai not finalized , chip maker cfo says",0.0,neutral,0
20251202T164500Z,Fidelity European Trust Rose In October With Chipmaker ASML Top Contributor,https://www.directorstalkinterviews.com/fidelity-european-trust-rose-in-october-with-chipmaker-asml-top-contributor/4121228671,directorstalkinterviews.com,English,United Kingdom,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-02 16:45:00+00:00,2025-12-02,Fidelity European Trust Rose In October With Chipmaker ASML Top Contributor,fidelity european trust rose in october with chipmaker asml top contributor,0.6249,positive,1
20251202T154500Z,Nvidia Holds 92 % of GPU Market Share Despite Modest Gains by AMD and Intel,https://www.eteknix.com/nvidia-holds-92-of-gpu-market-share-despite-modest-gains-by-amd-and-intel/,eteknix.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-02 15:45:00+00:00,2025-12-02,Nvidia Holds 92 % of GPU Market Share Despite Modest Gains by AMD and Intel,nvidia holds 92 % of gpu market share despite modest gains by amd and intel,0.0423,neutral,0
20251202T134500Z,2025 Fan - Out Wafer Level Packaging Industry Intelligence Report : Position Your Business for Sustainable Advantage By Top Research Firm,https://whatech.com/og/markets-research/it/1006377-2025-fan-out-wafer-level-packaging-industry-intelligence-report-position-your-business-for-sustainable-advantage.html,whatech.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-12-02 13:45:00+00:00,2025-12-02,2025 Fan - Out Wafer Level Packaging Industry Intelligence Report : Position Your Business for Sustainable Advantage By Top Research Firm,2025 fan - out wafer level packaging industry intelligence report : position your business for sustainable advantage by top research firm,0.802,positive,1
20251202T013000Z,"KUOW - As political winds shift , top chipmaker TSMC looks beyond Taiwan",https://www.kuow.org:443/stories/as-political-winds-shift-top-chipmaker-tsmc-looks-beyond-taiwan,kuow.org,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-12-02 01:30:00+00:00,2025-12-02,"KUOW - As political winds shift , top chipmaker TSMC looks beyond Taiwan","kuow - as political winds shift , top chipmaker tsmc looks beyond taiwan",0.2023,positive,1
20251204T000000Z,Nvidia lobbies White House and wins loosened AI GPU export control to China U . S . lawmakers reportedly reject GAIN AI Act,https://www.tomshardware.com/tech-industry/artificial-intelligence/nvidia-lobbies-white-house-and-wins-loosened-ai-gpu-export-control-to-china-u-s-lawmakers-reportedly-reject-gain-ai-act,tomshardware.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-04 00:00:00+00:00,2025-12-04,Nvidia lobbies White House and wins loosened AI GPU export control to China U . S . lawmakers reportedly reject GAIN AI Act,nvidia lobbies white house and wins loosened ai gpu export control to china u . s . lawmakers reportedly reject gain ai act,0.6597,positive,1
20251203T223000Z,Micron is killing Crucial SSDs and memory in AI pivot company refocuses on HBM and enterprise customers,https://www.tomshardware.com/pc-components/dram/micron-is-killing-crucial-ssds-and-memory-in-ai-pivot-company-refocuses-on-hbm-and-enterprise-customers,tomshardware.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-03 22:30:00+00:00,2025-12-03,Micron is killing Crucial SSDs and memory in AI pivot company refocuses on HBM and enterprise customers,micron is killing crucial ssds and memory in ai pivot company refocuses on hbm and enterprise customers,-0.6597,negative,-1
20251203T213000Z,"Applied Materials ( AMAT ) Positioned for DRAM and TSMC - Driven WFE Growth , Says Morgan Stanley",https://www.insidermonkey.com/blog/applied-materials-amat-positioned-for-dram-and-tsmc-driven-wfe-growth-says-morgan-stanley-1654663/,insidermonkey.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-03 21:30:00+00:00,2025-12-03,"Applied Materials ( AMAT ) Positioned for DRAM and TSMC - Driven WFE Growth , Says Morgan Stanley","applied materials ( amat ) positioned for dram and tsmc - driven wfe growth , says morgan stanley",0.3818,positive,1
20251203T221500Z,Intel Arc GPU market share has grown according to analyst,https://www.kitguru.net/components/graphic-cards/joao-silva/intel-arc-gpu-market-share-has-grown-according-to-analyst/,kitguru.net,English,United Kingdom,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-03 22:15:00+00:00,2025-12-03,Intel Arc GPU market share has grown according to analyst,intel arc gpu market share has grown according to analyst,0.296,positive,1
20251203T131500Z,Bank of America says ASML is its top semiconductor stock pick heading into 2026,https://www.cnbc.com/2025/12/03/bank-of-america-says-asml-is-its-top-semiconductor-stock-pick-heading-into-2026.html,cnbc.com,English,United States,"(""Applied Materials"" OR ""Lam Research"" OR Broadcom OR Micron) sourcelang:eng",2025-12-03 13:15:00+00:00,2025-12-03,Bank of America says ASML is its top semiconductor stock pick heading into 2026,bank of america says asml is its top semiconductor stock pick heading into 2026,0.2023,positive,1
20251204T221500Z,HPE and AMD are about to unleash Helios AI racks in 2026 with insane GPU counts and Venice CPUs,https://www.techradar.com/pro/the-ai-race-explodes-as-hpe-deploys-amds-helios-racks-crushing-limits-with-venice-cpus-and-insane-gpu-density,techradar.com,English,United Kingdom,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-04 22:15:00+00:00,2025-12-04,HPE and AMD are about to unleash Helios AI racks in 2026 with insane GPU counts and Venice CPUs,hpe and amd are about to unleash helios ai racks in 2026 with insane gpu counts and venice cpus,-0.4019,negative,-1
20251204T173000Z,"AMD raises Radeon RX 9000 GPU prices , increasing by $10 for every 8GB of VRAM another price hike is also scheduled for January 2026",https://www.tomshardware.com/pc-components/gpus/amd-raises-radeon-rx-9000-gpu-prices-increasing-by-usd10-for-every-8gb-of-vram-another-price-hike-is-also-scheduled-for-january-2026,tomshardware.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-04 17:30:00+00:00,2025-12-04,"AMD raises Radeon RX 9000 GPU prices , increasing by $10 for every 8GB of VRAM another price hike is also scheduled for January 2026","amd raises radeon rx 9000 gpu prices , increasing by $10 for every 8gb of vram another price hike is also scheduled for january 2026",0.0,neutral,0
20251205T150000Z,Broadcom Snaps Up Half Of Samsung HBM Output For Google AI Chips,https://biztoc.com/x/ef67a5cc62d954d6,biztoc.com,English,,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-05 15:00:00+00:00,2025-12-05,Broadcom Snaps Up Half Of Samsung HBM Output For Google AI Chips,broadcom snaps up half of samsung hbm output for google ai chips,0.0,neutral,0
20251205T150000Z,AMD Ryzen AI 9 HX 470 & Ryzen AI 7 450  Gorgon  CPUs Leak : Flagship With Fastest iGPU At 3 . 1 GHz & Up To 5 . 25 GHz Clocks,https://wccftech.com/amd-ryzen-ai-9-hx-470-7-450-gorgon-cpus-leak-fastest-igpu-3-1-ghz-5-25-ghz-clocks/,wccftech.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-05 15:00:00+00:00,2025-12-05,AMD Ryzen AI 9 HX 470 & Ryzen AI 7 450 Gorgon CPUs Leak : Flagship With Fastest iGPU At 3 . 1 GHz & Up To 5 . 25 GHz Clocks,amd ryzen ai 9 hx 470 & ryzen ai 7 450 gorgon cpus leak : flagship with fastest igpu at 3 . 1 ghz & up to 5 . 25 ghz clocks,-0.25,negative,-1
20251205T140000Z,"As China defies US tech blockade , can local AI chipmakers capture Nvidia market share ? ",https://www.scmp.com/economy/china-economy/article/3335348/china-defies-us-tech-blockade-can-local-ai-chipmakers-capture-nvidias-market-share,scmp.com,English,China,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-05 14:00:00+00:00,2025-12-05,"As China defies US tech blockade , can local AI chipmakers capture Nvidia market share ?","as china defies us tech blockade , can local ai chipmakers capture nvidia market share ?",0.296,positive,1
20251205T104500Z,The Hong Kong University of Science and Technology : HKUST and SEMI Co - Host Inaugural 2025 Semiconductor Innovation and Intelligent Application Summit ( SIIAS ) ,https://www.finanznachrichten.de/nachrichten-2025-12/67157388-the-hong-kong-university-of-science-and-technology-hkust-and-semi-co-host-inaugural-2025-semiconductor-innovation-and-intelligent-application-summit-008.htm,finanznachrichten.de,English,Germany,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-05 10:45:00+00:00,2025-12-05,The Hong Kong University of Science and Technology : HKUST and SEMI Co - Host Inaugural 2025 Semiconductor Innovation and Intelligent Application Summit ( SIIAS ),the hong kong university of science and technology : hkust and semi co - host inaugural 2025 semiconductor innovation and intelligent application summit ( siias ),0.6808,positive,1
20251205T103000Z,Aetina Intros NVIDIA Blackwell MXM GPUs For Industrial Applications : Up To RTX PRO 5000 & 24 GB GDDR7 Memory,https://wccftech.com/nvidia-blackwell-mxm-gpus-for-industrial-applications-up-to-rtx-pro-5000-24-gb/,wccftech.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-05 10:30:00+00:00,2025-12-05,Aetina Intros NVIDIA Blackwell MXM GPUs For Industrial Applications : Up To RTX PRO 5000 & 24 GB GDDR7 Memory,aetina intros nvidia blackwell mxm gpus for industrial applications : up to rtx pro 5000 & 24 gb gddr7 memory,0.0,neutral,0
20251205T100000Z,Semiconductor Intellectual Property Market Projections,https://www.openpr.com/news/4302225/semiconductor-intellectual-property-market-projections,openpr.com,English,United States,(semiconductor OR chip OR chips OR foundry OR wafer) sourcelang:eng,2025-12-05 10:00:00+00:00,2025-12-05,Semiconductor Intellectual Property Market Projections,semiconductor intellectual property market projections,0.5106,positive,1
20251205T124500Z,"Nvidia replaces entire $10 , 000 RTX Pro 6000 graphics card of stricken user who broke it in transit company offers to ship replacement and troubleshoot busted GPU",https://www.tomshardware.com/pc-components/gpus/nvidia-replaces-entire-usd10-000-rtx-pro-6000-graphics-card-of-stricken-user-who-broke-it-in-transit-company-offers-to-ship-replacement-and-troubleshoot-busted-gpu,tomshardware.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-05 12:45:00+00:00,2025-12-05,"Nvidia replaces entire $10 , 000 RTX Pro 6000 graphics card of stricken user who broke it in transit company offers to ship replacement and troubleshoot busted GPU","nvidia replaces entire $10 , 000 rtx pro 6000 graphics card of stricken user who broke it in transit company offers to ship replacement and troubleshoot busted gpu",-0.6486,negative,-1
20251205T064500Z,Intel Panther Lake Xe3 iGPU Beats AMD Radeon 840M by 26 % in Early Benchmarks,https://www.eteknix.com/intel-panther-lake-xe3-igpu-beats-amd-radeon-840m-by-26-in-early-benchmarks/,eteknix.com,English,United States,(TSMC OR Nvidia OR AMD OR Intel OR ASML) sourcelang:eng,2025-12-05 06:45:00+00:00,2025-12-05,Intel Panther Lake Xe3 iGPU Beats AMD Radeon 840M by 26 % in Early Benchmarks,intel panther lake xe3 igpu beats amd radeon 840m by 26 % in early benchmarks,0.0,neutral,0
